FSUNEMP,FSNK5T17,LIQRESOR,FSSLTDE2,FSSLTDED,FSOTHUN,FSGRINC,FSUSIZE,FSTOTDE2,FSSTDDE2,FSNONCIT,RAWERND,FSTOTDED,REALPROP,FSERNDED,FSERNDE2,FSNELDER,FSNDISCA,FSWAGES,FSWCOMP,FSSLTEXP,CERTHHSZ,CAT_ELIG,FSVEHAST,VEHICLEA
0.0,0.0,0.0,368.0,368.0,0.0,675.0,1.0,576.0,201.0,0.0,74.0,576.0,0.0,74.0,111.0,0.0,0.0,372.0,0.0,602.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2048.0,1.0,419.0,134.0,0.0,285.0,419.0,0.0,285.0,285.0,0.0,0.0,1425.0,0.0,336.0,1.0,1.0,0.0,1.0
0.0,0.0,44.0,93.0,93.0,0.0,1011.0,2.0,227.0,201.0,0.0,0.0,227.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,532.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,88.0,88.0,0.0,623.0,1.0,222.0,201.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,974.0,4.0,333.0,139.0,0.0,194.0,333.0,0.0,194.0,194.0,0.0,0.0,974.0,0.0,318.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,232.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,1.0,0.0,0.0,1.0
0.0,3.0,0.0,412.0,412.0,0.0,1762.0,4.0,824.0,209.0,0.0,273.0,824.0,0.0,273.0,410.0,0.0,0.0,1367.0,0.0,1087.0,4.0,0.0,0.0,1.0
0.0,0.0,434.0,0.0,0.0,0.0,820.0,2.0,325.0,134.0,0.0,164.0,325.0,0.0,164.0,164.0,0.0,0.0,820.0,0.0,232.0,2.0,0.0,0.0,1.0
0.0,1.0,25.0,417.0,417.0,0.0,1148.0,5.0,808.0,162.0,0.0,230.0,808.0,0.0,229.0,229.0,0.0,0.0,1148.0,0.0,1132.0,5.0,0.0,0.0,1.0
0.0,1.0,0.0,244.0,410.0,0.0,472.0,3.0,472.0,35.0,0.0,94.0,638.0,0.0,94.0,0.0,0.0,0.0,472.0,0.0,532.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,350.0,350.0,0.0,810.0,4.0,716.0,209.0,1.0,162.0,716.0,0.0,162.0,243.0,0.0,0.0,0.0,0.0,572.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,166.0,0.0,417.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,4.0,0.0,0.0,1.0
0.0,1.0,0.0,368.0,368.0,0.0,1460.0,4.0,799.0,208.0,0.0,292.0,799.0,0.0,292.0,438.0,0.0,0.0,0.0,0.0,883.0,4.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1019.0,4.0,344.0,139.0,0.0,154.0,344.0,0.0,154.0,154.0,0.0,0.0,770.0,0.0,232.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,19.0,19.0,0.0,244.0,4.0,206.0,158.0,0.0,49.0,206.0,0.0,48.0,67.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1124.0,2.0,134.0,134.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,417.0,417.0,0.0,1245.0,3.0,660.0,165.0,0.0,109.0,660.0,0.0,109.0,128.0,0.0,0.0,545.0,0.0,954.0,3.0,0.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,661.0,4.0,139.0,139.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,4.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,469.0,5.0,162.0,162.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,5.0,1.0,0.0,1.0
0.0,4.0,0.0,110.0,110.0,0.0,937.0,7.0,483.0,279.0,0.0,187.0,483.0,0.0,187.0,281.0,0.0,0.0,937.0,0.0,392.0,7.0,0.0,0.0,1.0
0.0,2.0,2.0,101.0,101.0,0.0,400.0,4.0,240.0,208.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1518.0,3.0,736.0,134.0,0.0,304.0,736.0,0.0,303.0,303.0,0.0,0.0,1518.0,0.0,281.0,3.0,0.0,0.0,1.0
0.0,1.0,0.0,417.0,417.0,0.0,756.0,3.0,602.0,134.0,0.0,51.0,602.0,0.0,51.0,51.0,0.0,0.0,256.0,0.0,817.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,285.0,417.0,0.0,523.0,1.0,523.0,2.0,0.0,105.0,655.0,0.0,104.0,0.0,0.0,0.0,523.0,0.0,907.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,923.0,2.0,134.0,134.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,2.0,1.0,0.0,1.0
0.0,1.0,0.0,70.0,70.0,0.0,874.0,3.0,204.0,201.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,436.0,436.0,0.0,623.0,2.0,570.0,201.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,681.0,2.0,0.0,0.0,1.0
0.0,1.0,0.0,113.0,113.0,138.0,1034.0,2.0,247.0,201.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,139.0,139.0,0.0,455.0,1.0,364.0,201.0,0.0,91.0,364.0,0.0,91.0,137.0,0.0,1.0,455.0,0.0,254.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,678.0,1.0,134.0,134.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,145.0,145.0,0.0,643.0,1.0,279.0,201.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,189.0,396.0,0.0,323.0,3.0,323.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,142.0,142.0,0.0,623.0,1.0,276.0,201.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1284.0,4.0,395.0,139.0,0.0,257.0,395.0,0.0,256.0,256.0,0.0,0.0,1284.0,0.0,400.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,50.0,40.0,0.0,10.0,144.0,0.0,10.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,0.0,0.0,1.0
0.0,3.0,0.0,417.0,417.0,0.0,957.0,6.0,794.0,186.0,0.0,191.0,794.0,0.0,191.0,191.0,0.0,0.0,957.0,0.0,1482.0,6.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,927.0,2.0,134.0,134.0,0.0,0.0,134.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,232.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,97.0,183.0,0.0,231.0,1.0,231.0,115.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,232.0,1.0,1.0,0.0,1.0
0.0,2.0,145.0,325.0,394.0,0.0,459.0,3.0,459.0,132.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,854.0,3.0,134.0,134.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,417.0,417.0,0.0,883.0,3.0,697.0,188.0,0.0,147.0,697.0,0.0,146.0,206.0,0.0,0.0,733.0,0.0,732.0,3.0,0.0,0.0,1.0
0.0,1.0,0.0,52.0,417.0,0.0,186.0,2.0,186.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,381.0,381.0,0.0,822.0,1.0,515.0,201.0,0.0,0.0,515.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,725.0,1.0,0.0,0.0,1.0
0.0,5.0,0.0,0.0,0.0,0.0,1839.0,7.0,493.0,186.0,0.0,308.0,493.0,0.0,307.0,307.0,0.0,0.0,1539.0,0.0,332.0,7.0,0.0,0.0,1.0
0.0,1.0,0.0,222.0,222.0,0.0,389.0,3.0,356.0,201.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,3.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1281.0,3.0,302.0,134.0,0.0,169.0,302.0,0.0,168.0,168.0,0.0,0.0,842.0,0.0,405.0,3.0,1.0,0.0,1.0
0.0,1.0,0.0,109.0,109.0,0.0,389.0,3.0,243.0,201.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,3.0,1.0,0.0,1.0
0.0,0.0,29.0,65.0,65.0,892.0,1202.0,3.0,199.0,199.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,3.0,0.0,0.0,1.0
0.0,0.0,693.0,249.0,249.0,0.0,769.0,1.0,383.0,201.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,808.0,1.0,295.0,134.0,0.0,162.0,295.0,0.0,161.0,161.0,0.0,0.0,808.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,623.0,1.0,134.0,134.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,623.0,1.0,134.0,134.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,334.0,334.0,0.0,629.0,2.0,468.0,201.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,417.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,505.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,489.0,537.0,0.0,623.0,1.0,623.0,153.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,231.0,231.0,1.0,134.0,134.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,72.0,259.0,259.0,0.0,934.0,2.0,393.0,201.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,2.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,937.0,4.0,326.0,139.0,0.0,187.0,326.0,0.0,187.0,187.0,0.0,0.0,937.0,0.0,94.0,4.0,0.0,0.0,1.0
0.0,0.0,852.0,46.0,46.0,0.0,642.0,3.0,180.0,180.0,0.0,0.0,180.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,300.0,3.0,0.0,0.0,1.0
0.0,3.0,0.0,417.0,417.0,0.0,951.0,5.0,769.0,162.0,0.0,190.0,769.0,0.0,190.0,190.0,0.0,0.0,0.0,0.0,1107.0,5.0,0.0,0.0,1.0
0.0,2.0,691.0,0.0,0.0,0.0,1639.0,5.0,489.0,162.0,0.0,328.0,489.0,0.0,327.0,327.0,0.0,0.0,1639.0,0.0,550.0,5.0,0.0,0.0,1.0
0.0,4.0,364.0,0.0,348.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,6.0,0.0,0.0,1.0
0.0,0.0,0.0,10.0,227.0,0.0,144.0,2.0,144.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,2.0,1.0,0.0,1.0
0.0,2.0,0.0,255.0,417.0,0.0,389.0,3.0,389.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,3.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,83.0,2.0,83.0,67.0,0.0,17.0,150.0,0.0,16.0,0.0,0.0,0.0,83.0,0.0,0.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,91.0,91.0,0.0,415.0,1.0,225.0,201.0,0.0,0.0,225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,232.0,1.0,1.0,0.0,1.0
0.0,0.0,810.0,82.0,82.0,0.0,883.0,1.0,216.0,201.0,0.0,0.0,216.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,457.0,1.0,0.0,0.0,1.0
0.0,0.0,1018.0,0.0,0.0,0.0,954.0,2.0,134.0,134.0,2.0,0.0,134.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,232.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,849.0,1.0,174.0,134.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,268.0,268.0,0.0,1062.0,3.0,614.0,201.0,0.0,212.0,614.0,0.0,212.0,318.0,0.0,0.0,1062.0,0.0,626.0,3.0,0.0,0.0,1.0
0.0,5.0,0.0,187.0,187.0,0.0,1290.0,6.0,631.0,279.0,0.0,258.0,631.0,0.0,258.0,387.0,0.0,0.0,1290.0,0.0,610.0,6.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
0.0,0.0,34.0,375.0,375.0,0.0,597.0,1.0,509.0,201.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,103.0,103.0,0.0,2214.0,4.0,560.0,208.0,0.0,318.0,560.0,0.0,318.0,421.0,0.0,0.0,1591.0,0.0,982.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,331.0,331.0,0.0,736.0,1.0,465.0,201.0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,72.0,72.0,0.0,389.0,3.0,206.0,201.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,279.0,417.0,0.0,516.0,2.0,516.0,13.0,0.0,103.0,654.0,0.0,103.0,0.0,0.0,2.0,516.0,0.0,607.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,417.0,417.0,0.0,825.0,1.0,716.0,134.0,0.0,165.0,716.0,0.0,165.0,165.0,0.0,1.0,825.0,0.0,832.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,118.0,118.0,0.0,623.0,1.0,252.0,201.0,0.0,0.0,252.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,363.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,358.0,358.0,0.0,683.0,1.0,628.0,201.0,0.0,137.0,628.0,0.0,136.0,204.0,0.0,1.0,683.0,0.0,565.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,142.0,161.0,0.0,344.0,2.0,344.0,182.0,1.0,69.0,363.0,0.0,68.0,83.0,0.0,0.0,344.0,0.0,232.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,61.0,61.0,0.0,893.0,2.0,195.0,195.0,0.0,0.0,195.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,441.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,5.0,0.0,0.0,0.0,0.0,1433.0,9.0,382.0,186.0,0.0,196.0,382.0,0.0,196.0,196.0,0.0,0.0,980.0,0.0,0.0,9.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,859.0,2.0,157.0,157.0,0.0,0.0,157.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
0.0,1.0,0.0,170.0,517.0,0.0,327.0,2.0,327.0,0.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,30.0,24.0,0.0,6.0,163.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,234.0,234.0,0.0,977.0,2.0,391.0,235.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,484.0,484.0,0.0,1110.0,1.0,641.0,236.0,0.0,0.0,641.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,960.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,50.0,50.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1.0,243.0,157.0,0.0,0.0,243.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,318.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,572.0,572.0,0.0,795.0,4.0,740.0,252.0,0.0,0.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,323.0,323.0,0.0,714.0,4.0,633.0,252.0,0.0,143.0,633.0,0.0,142.0,213.0,0.0,0.0,714.0,0.0,525.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,596.0,677.0,0.0,753.0,1.0,753.0,154.0,0.0,0.0,834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,499.0,499.0,0.0,1700.0,3.0,996.0,236.0,0.0,340.0,996.0,0.0,340.0,510.0,0.0,0.0,1700.0,0.0,1100.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,97.0,97.0,0.0,753.0,1.0,254.0,235.0,0.0,0.0,254.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,395.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,477.0,477.0,0.0,753.0,1.0,634.0,235.0,0.0,0.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,880.0,1.0,333.0,157.0,0.0,176.0,333.0,0.0,176.0,176.0,0.0,1.0,880.0,0.0,150.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,776.0,776.0,0.0,1109.0,1.0,1003.0,235.0,0.0,0.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,248.0,401.0,0.0,506.0,1.0,506.0,82.0,1.0,101.0,659.0,0.0,101.0,0.0,0.0,0.0,506.0,0.0,525.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,328.0,328.0,0.0,852.0,1.0,485.0,236.0,1.0,0.0,485.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,675.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,3.0,0.0,517.0,517.0,0.0,1220.0,5.0,714.0,197.0,0.0,0.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714.0,5.0,1.0,0.0,1.0
0.0,1.0,0.0,158.0,517.0,0.0,315.0,2.0,315.0,0.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,246.0,246.0,0.0,1316.0,1.0,403.0,236.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,409.0,3.0,157.0,157.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,576.0,680.0,0.0,733.0,2.0,733.0,131.0,0.0,0.0,837.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,968.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,3.0,517.0,0.0,200.0,1.0,200.0,0.0,0.0,40.0,714.0,0.0,40.0,0.0,0.0,0.0,200.0,0.0,525.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,146.0,517.0,0.0,303.0,2.0,303.0,0.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,103.0,103.0,0.0,1039.0,1.0,467.0,236.0,0.0,208.0,467.0,0.0,207.0,310.0,0.0,1.0,1039.0,0.0,440.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
0.0,2.0,0.0,327.0,327.0,0.0,1755.0,3.0,835.0,236.0,0.0,351.0,835.0,0.0,351.0,527.0,0.0,0.0,1755.0,0.0,950.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,198.0,198.0,0.0,699.0,1.0,355.0,235.0,0.0,0.0,355.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,469.0,1.0,1.0,0.0,1.0
0.0,3.0,0.0,619.0,619.0,0.0,1226.0,5.0,816.0,296.0,1.0,0.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.0,5.0,1.0,0.0,1.0
0.0,0.0,0.0,161.0,161.0,0.0,969.0,1.0,371.0,236.0,0.0,54.0,371.0,0.0,53.0,80.0,0.0,0.0,268.0,0.0,540.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,153.0,174.0,0.0,350.0,5.0,350.0,275.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,5.0,1.0,0.0,1.0
0.0,0.0,0.0,388.0,388.0,0.0,1288.0,2.0,802.0,235.0,0.0,258.0,802.0,0.0,257.0,385.0,0.0,0.0,1288.0,0.0,825.0,2.0,1.0,0.0,1.0
480.0,0.0,0.0,324.0,324.0,0.0,1325.0,1.0,590.0,236.0,0.0,0.0,590.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,853.0,1.0,1.0,0.0,1.0
0.0,3.0,0.0,40.0,40.0,0.0,1596.0,6.0,266.0,266.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,6.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1786.0,5.0,515.0,197.0,1.0,284.0,515.0,0.0,284.0,284.0,0.0,0.0,1420.0,0.0,455.0,5.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,544.0,4.0,276.0,168.0,0.0,109.0,276.0,0.0,108.0,108.0,0.0,0.0,544.0,0.0,40.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,103.0,103.0,0.0,1690.0,3.0,598.0,236.0,0.0,338.0,598.0,0.0,338.0,441.0,0.0,0.0,1690.0,0.0,700.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,322.0,322.0,0.0,753.0,1.0,479.0,235.0,0.0,0.0,479.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,620.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,129.0,517.0,0.0,357.0,2.0,357.0,0.0,0.0,71.0,745.0,0.0,71.0,0.0,0.0,0.0,357.0,0.0,845.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,400.0,0.0,360.0,1.0,360.0,0.0,0.0,72.0,929.0,0.0,72.0,0.0,0.0,0.0,360.0,0.0,400.0,1.0,1.0,0.0,1.0
0.0,4.0,0.0,220.0,220.0,0.0,608.0,6.0,567.0,339.0,0.0,122.0,567.0,0.0,121.0,182.0,0.0,0.0,608.0,0.0,350.0,6.0,1.0,0.0,1.0
0.0,0.0,0.0,12.0,12.0,0.0,1120.0,2.0,169.0,169.0,2.0,0.0,169.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,493.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,37.0,37.0,0.0,1593.0,2.0,624.0,194.0,0.0,319.0,624.0,0.0,318.0,355.0,0.0,0.0,1593.0,0.0,540.0,2.0,1.0,0.0,1.0
0.0,4.0,0.0,479.0,479.0,0.0,1825.0,4.0,1012.0,252.0,0.0,365.0,1012.0,0.0,365.0,547.0,0.0,0.0,1825.0,0.0,1125.0,4.0,1.0,0.0,1.0
